RegistrationNumber,ReferenceCapacity,MWOT,RegisteredDate,ARCExpiredDate,RegistrationStatus
EQ-84822971,380,111,2015-09-15,2016-08-14,Active
KJ-33142875,399,187,1996-01-14,1997-02-18,Active
KB-07721274,407,121,2006-11-11,2007-09-16,Active
NA-11755558,420,257,2021-02-21,2022-01-12,Active
ZM-27467409,317,225,2021-04-02,2022-04-25,Active
BB-80841954,440,400,2000-08-10,2001-06-26,Use for illegal activities (e.g. smuggling)
DU-90019465,313,101,2018-08-21,2019-06-28,Active
CC-68834349,345,372,2007-07-12,2008-05-16,Active
PF-12674120,114,129,2023-04-08,2024-04-19,Active
DO-96808705,406,138,1999-01-17,1999-12-06,Active
QZ-52300730,101,257,2001-10-25,2002-09-04,Active
RP-02148385,156,164,2004-03-06,2005-03-01,Active
FN-86522741,352,137,2005-11-28,2006-12-07,Active
MY-95214431,210,247,2023-03-20,2024-04-05,Active
CM-63163165,212,161,2013-12-23,2015-01-30,Active
RG-77496449,199,177,2002-05-18,2003-04-17,Active
UM-87635010,323,345,2020-03-01,2021-02-20,Active
LB-76212002,310,109,2001-12-09,2002-11-02,Active
LI-04016058,431,324,2015-10-27,2016-09-13,Active
AZ-48553561,104,191,2007-02-09,2008-03-16,Active
DS-11799627,188,376,2005-05-22,2006-05-28,Active
BG-54622405,262,110,2004-05-05,2005-05-06,Active
HC-83703377,304,325,1996-09-03,1997-09-23,Active
ZT-27939236,462,218,2012-09-11,2013-09-23,Active
YY-10189771,245,161,2017-04-27,2018-04-23,Active
VI-61644334,478,323,2005-10-02,2006-08-12,Active
TZ-24684371,496,332,1997-09-26,1998-08-14,Active
SL-57732047,348,231,2024-03-31,2025-02-06,Active
BF-17704174,364,247,2017-06-15,2018-05-26,Active
WM-01027524,273,113,2012-03-25,2013-02-06,Active
DF-09956988,411,196,1999-06-24,2000-08-07,Active
OM-71153503,277,117,2017-07-16,2018-05-21,Active
TB-92621139,436,306,1999-03-06,2000-04-18,Active
GP-83345582,464,382,2002-03-04,2003-03-15,Active
NU-69844854,235,327,2010-10-03,2011-08-15,Active
GD-69734035,430,124,2011-09-06,2012-09-13,Active
PI-27910911,298,322,2021-12-30,2023-02-23,Active
DQ-98738148,125,111,2009-12-20,2011-02-04,Active
TY-15462534,213,319,2007-12-18,2009-01-30,Active
CD-30348859,408,295,2003-10-24,2004-08-26,Active
NM-94279955,107,222,2017-12-12,2018-12-18,Active
KT-14310728,447,233,2021-10-18,2022-11-10,Active
KY-14590290,430,318,2012-12-16,2013-11-21,Active
BV-27497212,485,376,2021-02-10,2022-02-03,Active
AK-53324570,377,333,2014-09-30,2015-11-07,Active
LG-73077491,311,400,2018-03-20,2019-02-19,Active
OA-14074127,430,318,2001-03-24,2002-05-05,Active
RV-18116227,355,175,2020-03-28,2021-05-10,Active
TG-39514322,319,232,2022-02-23,2023-02-25,Use for illegal activities (e.g. smuggling)
RF-41359568,432,228,2002-07-13,2003-06-09,Active
HG-25886201,498,153,2021-07-22,2022-07-29,Active
LT-71367128,454,245,2000-12-31,2001-11-23,Active
BV-09823888,307,207,2021-12-07,2022-10-23,Active
OO-35412484,454,317,2000-12-29,2001-11-28,Active
OX-43027317,256,371,2004-12-20,2005-11-06,Active
KE-97310138,495,134,2002-09-13,2003-08-03,Active
GC-92225096,387,269,2016-02-08,2017-01-01,Active
SW-18974397,114,341,1998-09-11,1999-08-05,Active
RX-86332869,474,293,2011-06-01,2012-07-26,Active
PW-30390633,395,132,2005-05-25,2006-05-13,Active
UZ-53682774,392,264,2021-07-28,2022-09-13,Active
BU-36442257,382,343,2015-03-09,2016-03-17,Active
CX-80243335,252,204,2014-03-23,2015-01-23,Active
AE-69002528,180,199,2017-06-10,2018-06-08,Active
AI-99293820,278,304,2009-07-09,2010-06-28,Active
IG-39419967,209,132,2022-10-21,2023-12-20,Active
ZI-55890182,191,271,2017-03-26,2018-04-09,Active
UN-76470469,395,184,2024-12-23,2025-11-30,Missing maintenance logs
YG-07914934,382,274,1996-10-07,1997-09-03,Active
NT-48853098,230,112,2004-07-27,2005-09-04,Active
RG-57730187,312,216,2017-10-13,2018-09-21,Active
DM-95791812,464,331,2025-03-20,2026-04-08,Active
TA-87111251,410,236,1998-10-20,1999-11-23,Active
PZ-85780377,155,274,2024-03-31,2025-03-16,Active
SI-43428432,232,335,2004-01-18,2004-12-20,Active
WU-89680673,409,304,2016-04-25,2017-06-16,Active
QQ-60459889,105,201,2023-06-21,2024-06-05,Active
FB-54010097,190,354,2000-03-21,2001-04-22,Active
QX-10700852,200,213,2021-04-27,2022-05-29,Active
SO-71767048,322,296,2003-04-12,2004-03-27,Active
PK-88327441,380,372,2001-04-30,2002-06-04,Active
LC-40094980,416,388,1997-09-09,1998-07-14,Active
HY-58832044,406,204,2001-02-15,2002-01-12,Active
GR-46231604,195,326,2016-10-17,2017-08-26,Active
FV-84333328,105,214,1999-12-17,2000-12-01,Active
ZK-13230914,453,355,2023-04-14,2024-03-17,Active
DJ-66192133,156,235,2004-09-04,2005-09-17,Active
TT-21212613,362,156,1997-06-24,1998-08-04,Active
IR-79232824,379,385,2017-11-29,2018-10-31,Active
OD-89996678,445,215,2020-08-06,2021-07-07,Active
DQ-54265760,235,197,2006-02-11,2007-03-10,Active
OF-13614220,191,203,2009-04-04,2010-05-20,Active
CT-03538385,316,375,2022-07-27,2023-06-17,Active
DB-29227732,218,250,2013-06-11,2014-04-27,Active
QR-85654418,298,199,2008-10-12,2009-10-09,Active
PG-05194994,175,135,2003-05-25,2004-06-25,Active
CM-74717095,255,289,2007-09-17,2008-09-17,Active
IU-94205143,378,176,2010-01-10,2010-12-03,Active
HF-30498799,187,145,2023-06-02,2024-04-03,Active
JC-18922644,351,145,2022-05-01,2023-06-19,Active
IJ-33474335,450,218,2006-08-20,2007-09-21,Active
GR-21665688,477,125,1998-05-17,1999-05-03,Active
WI-57737335,430,223,1997-07-25,1998-06-02,Active
RZ-03165197,262,113,2004-08-10,2005-06-11,Active
BR-69312534,498,224,2014-11-18,2015-11-21,Active
HC-83726287,204,152,2012-08-17,2013-09-16,Active
MI-17465524,331,208,2022-07-13,2023-08-27,Active
AD-83711758,243,220,2015-11-06,2016-09-11,Active
GP-91830895,401,277,2011-07-26,2012-08-05,Active
FU-57869142,260,172,2015-08-02,2016-06-03,Active
VT-00770993,131,315,2002-12-01,2004-01-03,Active
SC-00866855,130,355,2000-02-12,2001-01-06,Active
LL-16628390,266,170,2020-02-06,2021-02-01,Active
BU-86462382,254,145,2014-03-07,2015-01-07,Active
VL-61930850,250,400,2021-07-10,2022-07-05,Active
FM-89105156,366,108,2025-05-04,2026-05-25,Missing maintenance logs
KN-78504062,370,262,2004-07-29,2005-07-04,Active
NJ-42991370,160,253,2024-03-20,2025-02-10,Active
XY-95157255,484,137,2008-12-23,2009-12-09,Active
AE-00321593,191,324,2012-12-15,2014-01-14,Active
JI-17979824,170,297,2019-08-31,2020-10-26,Active
KO-55433864,352,343,2009-11-12,2010-12-13,Active
WO-03909294,369,176,2021-12-07,2022-12-23,Active
ZC-14707715,309,201,2016-03-18,2017-01-25,Active
IX-48173196,141,292,2014-01-17,2015-01-21,Active
JT-60128909,253,166,2020-03-05,2021-04-30,Active
AP-99780526,242,301,2002-02-04,2003-02-27,Active
IU-64182280,103,147,2007-05-11,2008-04-20,Active
BP-79059543,354,331,2015-06-21,2016-06-06,Active
WO-21757661,141,180,2008-11-23,2009-10-26,Active
NX-66701161,120,187,2005-02-08,2006-02-10,Active
WX-47527305,412,371,1999-05-23,2000-05-30,Active
TT-52810604,323,176,2014-08-13,2015-08-27,Active
JS-30946647,421,280,2010-12-20,2011-11-11,Active
YY-07218490,300,213,2015-12-25,2017-01-12,Worn-out tires or brakes
AN-33870856,320,373,2006-02-11,2007-04-08,Active
DM-24202948,443,156,2020-02-11,2021-04-08,Active
TY-97269918,394,209,2007-01-04,2007-12-03,Aircraft owned by unauthorized entity
VZ-55532377,179,244,2000-12-03,2001-10-26,Active
DZ-29173479,332,110,2004-11-19,2006-01-07,Active
MP-80461960,365,289,2022-06-28,2023-06-15,Active
OZ-90750097,481,155,2024-02-24,2025-01-01,Active
HJ-84197119,276,310,2020-05-26,2021-06-27,Active
IJ-13170345,309,265,2011-05-28,2012-06-28,Active
GK-40856649,460,356,2013-11-02,2014-09-08,Active
EV-12631904,270,149,2007-11-25,2008-12-29,Active
OU-96236894,344,125,1995-07-20,1996-07-22,Active
HV-84558121,335,362,2011-11-22,2013-01-12,Active
CQ-13816139,500,174,2022-03-09,2023-04-27,Active
FB-63437055,299,392,2013-03-13,2014-01-29,Active
FO-40350100,313,239,1996-02-26,1997-04-06,Active
EH-48696478,361,187,2022-03-14,2023-03-28,Active
LU-43575063,134,217,2013-11-17,2014-09-30,Active
KQ-20209258,102,184,2009-12-14,2010-12-09,Active
PM-46530426,195,135,2008-10-04,2009-09-15,Active
SN-13312455,158,290,2004-12-05,2005-12-15,Active
FD-62109486,247,227,2005-09-02,2006-09-01,Active
GH-36241310,278,293,2018-05-16,2019-05-11,Active
AF-72963829,400,279,2021-07-24,2022-08-10,Active
YV-69211608,343,171,1999-11-02,2000-12-28,Active
YB-30078890,257,123,2002-02-14,2003-01-24,Active
HE-49053554,213,192,2007-03-15,2008-02-19,Active
FB-20006013,374,122,2016-10-07,2017-08-25,Active
GA-85084265,299,324,2014-02-22,2014-12-26,Active
MX-63852095,378,227,1999-03-09,2000-04-05,Active
MK-05786806,117,349,2017-03-06,2018-04-21,Active
ZD-33768103,215,386,2004-10-13,2005-11-26,Active
FB-92768277,373,321,2024-02-28,2025-01-19,Expired airworthiness certificate
HS-90584547,389,244,2007-10-21,2008-12-14,Active
VL-27360940,102,175,2008-12-11,2009-12-27,Active
OA-47007824,357,311,2011-10-18,2012-09-30,Active
XU-06947490,206,209,2020-02-07,2021-02-01,Active
IE-74812591,475,149,2011-12-27,2012-12-21,Active
LZ-66672697,491,148,2008-05-20,2009-04-19,Active
LR-52673479,296,171,2008-10-11,2009-10-02,Active
WZ-14367034,145,101,2024-09-01,2025-08-26,Active
PM-91530163,271,223,2004-06-15,2005-07-05,Active
MJ-45234674,148,194,2010-12-27,2012-01-24,Active
BT-33280205,454,309,2014-03-22,2015-03-02,Active
TY-26253544,212,376,2003-12-01,2004-12-23,Active
TF-33557658,462,236,2018-02-20,2019-01-12,Active
OR-42403366,172,172,2012-03-01,2013-01-04,Active
DS-30400227,418,356,2022-07-24,2023-06-07,Active
QY-34242906,163,138,2008-07-06,2009-07-08,Active
XV-05824149,415,296,2001-08-30,2002-09-02,Active
IC-27217764,429,329,1996-01-30,1997-03-30,Active
AB-27126614,430,278,2011-12-07,2012-11-14,Active
MH-14525090,371,192,2017-10-17,2018-11-07,Active
LM-64741435,359,240,2022-11-15,2023-11-18,Active
AZ-43388061,265,396,1998-12-22,2000-01-02,Active
OS-16308726,418,191,2005-09-07,2006-10-14,Active
VU-37101168,487,254,2002-04-19,2003-04-24,Active
CO-81828699,159,332,2010-07-08,2011-08-20,Active
UG-68657383,499,359,2018-02-06,2019-03-01,Active
ST-34597623,100,334,2006-10-16,2007-10-24,Active
XO-17225973,422,253,2001-05-30,2002-06-15,Active
JP-86037872,175,182,2022-03-03,2023-04-18,Active
CU-09032620,387,208,2020-08-28,2021-10-08,Active
FE-61709100,271,304,2002-10-26,2003-12-11,Active
UK-53401943,119,267,2024-04-05,2025-05-24,Active
GX-21836609,215,193,1997-12-14,1998-11-20,Active
HQ-05939236,462,368,1999-12-30,2001-01-17,Active
CJ-75343621,480,176,2016-03-30,2017-03-11,Active
NL-21806718,344,207,2021-03-10,2022-04-29,Active
GT-41785828,223,295,2004-12-25,2006-02-01,Active
RS-90674186,281,114,2021-12-26,2023-01-29,Active
VI-72258830,421,176,2017-12-17,2019-01-10,Active
RD-63438151,213,398,2002-05-31,2003-04-21,Active
YJ-37589756,194,395,2003-01-24,2004-02-27,Active
QS-46618570,119,259,2001-03-18,2002-05-13,Active
SR-00226722,361,133,2013-11-26,2014-09-28,Active
FP-18976651,292,105,2000-04-14,2001-03-29,Active
ET-39733467,237,333,2015-05-21,2016-07-06,Active
PY-73899693,246,268,1999-01-18,2000-03-06,Active
GQ-95658070,497,137,2000-01-09,2000-11-26,Active
EW-27233710,247,311,2015-03-03,2016-03-19,Active
II-77364194,156,267,2010-09-17,2011-10-21,Active
VY-34519832,382,224,2003-01-23,2004-03-20,Active
JX-00951586,239,336,2017-02-05,2018-02-25,Active
YZ-72591408,405,150,2015-09-19,2016-07-23,Active
AB-22050684,358,380,2022-09-07,2023-10-10,Active
SP-17447059,213,164,2000-03-17,2001-01-17,Active
LJ-88420181,151,113,2009-06-12,2010-04-18,Active
DS-13774875,105,282,2012-05-14,2013-06-24,Active
AB-74404209,182,277,2009-06-10,2010-07-13,Active
SF-40666791,398,113,2025-01-19,2025-12-05,Active
DS-87373598,370,129,2020-03-28,2021-02-16,Active
ZP-70739500,221,242,2016-03-13,2017-01-27,Active
WT-41300213,465,265,1996-04-15,1997-04-02,Active
BW-61566837,164,293,2003-09-16,2004-09-16,Active
VN-58406393,367,389,2003-02-17,2004-04-06,Active
OK-38545563,261,359,2015-10-28,2016-12-05,Active
OR-12689988,467,147,2022-09-08,2023-08-24,Active
MH-23805786,187,322,1995-11-07,1996-10-11,Active
JS-66669760,330,275,2004-01-20,2005-01-10,Active
OU-08016597,303,173,2013-08-28,2014-08-31,Active
KG-27298924,192,175,1999-11-04,2001-01-02,Active
QT-82270325,201,268,2008-08-03,2009-07-06,Active
FS-11583686,485,397,1997-05-05,1998-04-19,Active
VQ-30836221,452,208,2007-01-24,2008-03-16,Active
MI-64199546,223,267,2012-05-03,2013-03-20,Active
QE-68200292,285,203,2013-11-16,2014-10-16,Active
OC-85940261,129,360,2003-06-04,2004-06-13,Active
HH-76517618,282,153,2006-02-03,2006-12-10,Active
RB-93292413,354,166,1998-10-19,1999-11-18,Active
VD-82733677,496,288,2023-01-08,2023-12-22,Active
EQ-77305060,103,302,2020-01-18,2020-12-31,Active
KC-64359293,387,319,2018-08-15,2019-10-05,Active
BS-59392095,285,276,2017-08-12,2018-07-27,Active
FM-73904208,136,152,2018-07-04,2019-07-21,Active
VJ-21949854,249,139,2001-12-15,2002-12-30,Active
SE-27654939,447,381,2012-03-07,2013-03-16,Active
BH-88296978,364,167,2023-10-25,2024-09-20,Active
NB-87772775,461,135,2022-08-16,2023-09-04,Active
KD-08755598,167,346,2002-06-20,2003-08-02,Active
AI-45098632,277,138,2008-09-15,2009-11-12,Active
KG-26809278,105,159,2019-01-18,2020-01-09,Active
UQ-72295327,126,208,2024-11-18,2025-11-16,Active
GK-20344327,163,351,2017-06-06,2018-05-15,Active
DV-78818005,432,236,2023-04-30,2024-03-11,Active
JY-75363117,251,344,2003-08-18,2004-10-02,Active
KU-20924889,158,174,2001-05-25,2002-06-10,Active
NE-29503328,374,248,2009-04-16,2010-05-20,Active
BK-68870890,165,245,2016-06-03,2017-06-27,Active
QL-68272762,202,331,2020-07-02,2021-07-09,Aircraft owned by unauthorized entity
TB-91971236,446,317,2009-12-01,2010-12-17,Active
VM-89090879,492,192,2009-03-26,2010-03-28,Active
EQ-79631563,291,228,2000-03-14,2001-01-27,Active
YR-72598946,167,138,2004-12-20,2005-11-15,Active
JW-58872417,142,345,2015-09-21,2016-08-08,Active
EN-23403310,316,329,1996-06-13,1997-06-10,Active
MI-15436928,439,394,2020-12-03,2022-01-10,Maintenance not done as scheduled
IX-80070552,220,216,2011-10-18,2012-12-16,Active
RY-52293913,246,194,2006-05-15,2007-03-21,Active
GT-69403452,431,167,2017-02-20,2018-01-26,Active
YE-67363745,496,114,2011-03-03,2012-03-29,Active
JQ-86992870,153,372,2006-04-06,2007-05-26,Active
AO-16853820,253,308,2018-01-15,2019-01-29,Active
DE-75902651,168,171,1999-01-08,1999-11-11,Active
LB-50511513,400,183,1998-05-06,1999-05-06,Active
JW-44201537,402,131,2013-06-30,2014-06-30,Active
NE-62754235,130,213,2001-12-04,2002-11-10,Active
QY-83998825,185,235,2014-11-02,2015-09-25,Navigation or communication equipment failure
TO-43880331,142,187,2003-12-08,2004-11-14,Active
LR-44553607,155,394,2024-11-17,2026-01-11,Active
KP-82299360,291,178,2020-07-04,2021-07-25,Active
BJ-80179132,207,371,2018-10-12,2019-09-12,Active
XM-34033400,189,280,2020-08-10,2021-07-07,Active
DP-26688180,343,105,1999-08-30,2000-08-21,Active
SF-86097294,233,198,2012-03-13,2013-01-15,Active
II-55366469,484,275,2023-11-06,2024-12-18,Active
VQ-24118765,368,356,2017-09-29,2018-10-31,Active
RV-11011021,120,237,2004-04-03,2005-05-02,Active
LJ-73351115,198,116,1999-09-22,2000-09-21,Active
TA-17506221,172,171,2012-07-25,2013-05-31,Active
DB-97779575,143,112,2023-12-20,2025-01-28,Active
TN-07843184,492,252,2006-11-11,2007-10-30,Active
HT-67318276,108,128,2012-01-02,2012-11-05,Active
RA-89529727,403,322,2011-06-29,2012-07-17,Active
UU-09282110,180,329,2015-05-08,2016-04-19,Active
LR-12667170,358,299,2005-10-21,2006-09-02,Active
OU-42447904,239,243,2009-01-15,2010-03-13,Active
VO-69219380,394,171,2000-10-28,2001-12-20,Active
HU-80206067,202,349,2004-11-02,2005-09-19,Active
VI-44579931,164,400,2004-05-20,2005-05-24,Active
NG-35299310,356,182,2011-07-20,2012-06-14,Active
AM-33552220,283,399,2002-12-13,2003-10-24,Active
AZ-83574836,302,380,2024-11-05,2025-09-24,Active
CN-53191436,107,363,1996-04-28,1997-03-17,Active
QB-49217833,391,255,2018-10-07,2019-08-16,Active
VH-53667979,464,392,1997-09-19,1998-08-28,Active
CP-55401363,365,114,2004-08-20,2005-07-12,Active
IX-07418913,191,318,2022-09-19,2023-07-30,Active
JQ-13912021,242,165,1997-08-22,1998-10-09,Active
NL-58337838,244,166,2024-05-21,2025-04-09,Active
GJ-64301564,161,350,2008-09-08,2009-07-16,Active
PZ-03299761,238,360,2016-09-08,2017-10-23,Active
LQ-74034700,167,199,2004-07-01,2005-08-23,Active
TG-61689170,475,265,2023-01-26,2024-01-22,Active
CF-95789834,290,340,1999-11-13,2000-12-01,Active
WV-62393400,178,153,2003-11-12,2004-10-23,Active
MD-19864522,320,239,2001-03-21,2002-03-03,Active
GQ-64810857,475,391,2006-02-25,2007-03-21,Active
WW-91851265,194,385,2013-02-05,2014-03-28,Active
JV-19665795,274,397,2014-10-15,2015-12-04,Active
CS-50158458,205,292,2003-01-21,2004-02-23,Active
FX-35634822,263,340,2016-10-05,2017-10-12,Active
GD-67624853,440,275,2008-08-25,2009-10-04,Active
QD-57213610,216,138,2012-12-17,2013-10-23,Active
GW-58543850,245,343,2008-10-17,2009-08-23,Active
EB-58618453,287,120,2018-10-04,2019-09-23,Active
IR-97810623,200,343,2009-06-14,2010-05-13,Worn-out tires or brakes
UO-60167851,223,320,2005-11-23,2006-10-08,Active
QL-34966007,304,294,1996-02-09,1997-01-24,Active
TA-61488851,436,254,1995-07-18,1996-08-06,Active
HH-18595833,349,298,2021-04-14,2022-05-14,Active
CO-75766414,126,339,2008-05-10,2009-03-30,Active
RS-52210635,291,272,1999-11-04,2000-11-22,Active
TR-55221452,358,150,2018-04-18,2019-03-31,Active
IW-08873850,478,330,1999-09-08,2000-08-09,Active
IS-32892036,445,325,2012-01-22,2012-12-29,Active
WN-37875225,365,107,2014-05-04,2015-05-02,Active
XK-81837087,358,350,2001-01-07,2002-01-13,Active
GR-18628864,460,318,2023-12-19,2025-02-11,Active
GX-91016529,410,218,2016-05-18,2017-07-06,Active
OL-45854171,345,238,2018-09-13,2019-11-10,Active
OM-58708699,363,131,2000-06-06,2001-04-19,Active
ZF-75877741,447,257,2010-09-11,2011-08-09,Improperly repaired after an incident
UG-69972818,265,224,2006-02-27,2007-01-15,Active
IM-30088182,221,330,2018-02-25,2019-04-04,Active
OM-33376366,275,176,2023-06-18,2024-07-23,Use for illegal activities (e.g. smuggling)
JF-00563217,492,399,2016-06-25,2017-05-03,Missing maintenance logs
NJ-81158861,274,240,2007-07-23,2008-08-28,Active
JL-10352885,139,217,2015-04-19,2016-04-09,Active
ZJ-35313576,208,305,1996-12-11,1997-12-10,Active
CT-94646576,109,175,1996-08-02,1997-07-08,Active
HF-45274192,125,148,2022-03-04,2023-03-21,Active
SC-29251927,381,225,2007-07-02,2008-05-17,Active
XZ-09556760,121,319,2024-11-20,2025-10-16,Active
TX-83118454,122,226,2006-10-28,2007-11-17,Active
UR-86231829,139,344,2024-02-04,2024-12-12,Active
RO-69526985,289,378,2013-09-03,2014-10-24,Active
ZZ-95628264,109,292,2012-07-10,2013-08-17,Active
AU-28009859,356,164,2022-12-28,2023-11-13,Active
AQ-05385228,180,205,1995-12-21,1996-11-02,Active
OA-36322733,493,366,2019-09-06,2020-07-24,Corrosion on airframe or wings
HD-77709777,353,260,2020-01-16,2020-11-28,Active
BG-60317353,395,335,2017-02-06,2017-12-26,Navigation or communication equipment failure
PR-36604212,437,102,2013-08-12,2014-06-23,Active
JG-78890369,424,310,2001-09-16,2002-08-31,Active
EU-55872838,266,228,2007-03-23,2008-01-31,Active
RP-70252785,168,372,2003-12-09,2004-12-27,Active
SK-92302558,359,267,1999-09-24,2000-09-06,Active
NW-33040630,206,163,1998-11-03,1999-11-25,Active
BB-11552656,464,271,1998-05-31,1999-06-13,Active
WD-90980778,428,376,2020-11-28,2021-10-23,Active
UN-11282265,458,129,2019-09-08,2020-10-15,Active
XX-16066055,358,324,2009-02-23,2010-02-12,Active
GR-19452332,259,306,2015-05-26,2016-04-12,Active
US-05320654,485,166,2015-10-28,2016-10-10,Active
LV-78302241,128,205,2016-09-03,2017-07-24,Active
GE-46069954,304,360,2011-12-05,2013-01-29,Active
FH-17412997,114,146,2020-10-23,2021-10-02,Active
DT-51335934,170,237,1999-06-23,2000-05-24,Active
SR-66966522,113,319,2004-11-04,2005-09-21,Violation of weight or fuel regulations
UW-65042806,336,213,2019-05-23,2020-07-12,Active
ME-47168950,427,110,2005-03-18,2006-05-12,Active
NE-92910543,296,248,2000-07-15,2001-08-30,Active
PP-00529352,242,385,2023-06-14,2024-04-18,Active
QP-80190349,198,220,2000-02-01,2001-03-29,Active
CK-20330732,466,149,1997-03-26,1998-05-08,Active
TB-71290177,291,114,2001-04-16,2002-02-18,Active
VR-84492760,430,381,2022-01-21,2022-12-04,Active
HF-93360277,440,312,2015-12-18,2016-12-14,Active
WJ-91984357,324,231,2011-07-06,2012-06-21,Active
ZU-56386197,185,200,2022-04-05,2023-05-20,Active
NJ-67013958,441,332,2008-01-12,2008-12-27,Active
SS-40616432,463,114,2002-02-18,2003-01-12,Active
YI-19131731,400,139,2010-06-18,2011-04-26,Active
PR-12684136,351,359,1998-11-14,1999-12-21,Active
YN-66445981,281,211,2009-11-19,2010-12-05,Active
OL-67266325,188,354,1999-10-02,2000-09-10,Active
YH-90397085,180,247,2004-03-15,2005-02-08,Active
IS-85562764,379,375,2008-06-17,2009-05-12,Active
CI-40954160,399,372,2009-03-05,2010-01-30,Active
FL-48664092,387,161,2021-01-30,2021-12-22,Active
OJ-97454144,154,288,2004-11-09,2005-09-12,Active
DJ-27223969,409,250,2013-05-29,2014-07-17,Active
